line_1,line_2,line_3,source,line1_syllables,line2_syllables,line3_syllables
en marchant vers le travail --,les fleurs de ma rue,en retard cette année,tempslibre,7,5,7
neige dehors,un petit bol,d'oranges importées,tempslibre,4,4,6
Cimetière d'anciens combattants --,une large étendue de gazon,au delà des tombes.,tempslibre,9,9,5
promenade de printemps,dans mon ombre,les premières marguerites ,tempslibre,7,4,8
crépuscule d'automne,sur mes doigts la résine,d'une branche de cyprès ,tempslibre,6,6,6
première nuit fraîche,odeur de tabac à pipe,dans la cage d'escalier ,tempslibre,6,7,7
le vent sent le foin,Je n'ai jamais imaginé,que mes cheveux soient blonds ,tempslibre,5,7,6
champ de boutons d'or -,le bruit distant,d'un train de marchandises ,tempslibre,5,4,7
cigales . . . ,un seul mot,sur la page blanche ,tempslibre,3,3,6
Une poire;,Un trou de ver y laisse,un goût amer,tempslibre,4,7,4
toit de tôle,grand-mère parle d'un monde,d’avant la guerre ,tempslibre,3,7,5
anniversaire,une vieille robe sur le fil,se remplit de vent ,tempslibre,5,9,5
jour du diagnostic,les ronds de café laissés,sur le comptoir ,tempslibre,5,5,4
j'allume une bougie,avec une bougie,une autre nuit de neige ,tempslibre,7,6,8
l'odeur,avant de l'entendre,pluie du soir ,tempslibre,2,6,3
des nuages d'orage,pendent sur l'horizon,un faucon à queue rouge ,tempslibre,6,6,6
avant l'orage,le tonnerre,des tondeuses ,tempslibre,5,4,4
au dedans et au dehors,du hangar rouillé,le clair de lune ,tempslibre,7,4,5
crépuscule,la vieille porte s'affaisse,dans son ombre ,tempslibre,3,8,4
cubes de glace sautillant,tous sur le sol,... un cheveu dans mon whisky,tempslibre,8,4,7
liberté nouvelle,la robe bleue maintenant,une nappe,tempslibre,5,7,4
soufflant des bulles,mon haleine s'envole,en différentes dimensions,tempslibre,5,7,7
trois pieds de distance,pour pouvoir lire mes haïku,sans lunettes,tempslibre,6,8,4
je débarasse la pleine lune,de la surface luisante d'une table,de ma main nue,tempslibre,9,12,4
marché aux puces -,un bouddha assis,sur son flanc gauche,tempslibre,4,5,5
hiver précoce...,il choisit de lire,les vieilles recettes de soupe,tempslibre,4,6,9
journal anglais,un tas de gens qui meurent de faim,entre du poisson et des frites,tempslibre,4,9,9
alors que j'époussette la bouche du Bouddha,son sourire disparaît,juste quelques secondes,tempslibre,12,7,7
tempête d'automne,l'éclair flashe,sur le ventre du Bouddha,tempslibre,5,3,7
nouvelles craquelures,dans un vieux miroir,que je viens de remarquer,tempslibre,7,5,7
just' entrebaillée,faire rentrer le soleil,le chant de la porte ,tempslibre,5,7,6
l'air a une odeur de pluie,un millier de grenouilles,croassants,tempslibre,8,7,2
poussière d'os,après la crémation,le ciel d'hiver ,tempslibre,4,4,4
entre le brume,et l'orée de la forêt,un buffle blanc,tempslibre,5,6,4
lune des moissons,la roseraie,a perdu ses couleurs,tempslibre,5,4,6
clair de lune inquiétant,le cimetière,d'automobiles rouillées,tempslibre,7,5,7
été indien,la première lumière,trouve l'arbre le plus haut,tempslibre,2,7,7
sécheresse,pas de nuages,dans le bain des oiseaux,tempslibre,3,4,6
la partie de thé terminée,du rouge à lèvres,les sourires sont restés,tempslibre,7,4,6
après l'averse,le bain des oiseaux plein,de ciel à nouveau,tempslibre,4,6,4
en dessous,du pot de fleur,une centaine de pattes,tempslibre,3,4,8
saison du café,on chante,dans les arbres,tempslibre,4,3,4
pas d'humidité,la peau de mère terre,a craquelé,tempslibre,4,6,3
tapant un je minuscule,seulement parce que le café du matin,occupe mon autre main...,tempslibre,8,11,7
Dans l'espace entre,les arbres et le brouillard,un buffle blanc,tempslibre,6,7,4
tambour,battement de coeur,dans le brouillard,tempslibre,2,5,4
comme elles étaient brillantes les années,dans les briques du palace Georgien,cet été tiède ,tempslibre,11,10,3
fumée et miroirs,un autre voile de nuage,sur la lune ,tempslibre,5,8,4
grêle de janvier --,un éparpillement,des jeunes agneaux ,tempslibre,4,5,5
coeur de l'hiver,une nouvelle sorte de pluie,fait tinter ma sonnette ,tempslibre,4,9,7
réunion mensuelle,tous les O de l'agenda,remplis,tempslibre,5,7,2
bord d'autoroute,le gel a pris,les pommes de l'an dernier ,tempslibre,5,4,7
black friday,le désespoir en demi-teinte,balaye le centre commercial ,tempslibre,3,8,8
Jour de Noël,un présent de pluie,sur le dos du poney ,tempslibre,3,4,6
fleur de novembre --,une brillance pour trouver,ce qui pourrait avoir été perdu ,tempslibre,5,8,8
coeur de l'automne,assez de vent pour vanner,le riz sauvage ,tempslibre,5,7,5
les jours raccourcissent ...,les pétales tombent,dans la poussière ,tempslibre,6,5,5
leaver's day,un vent trop fort,pour les papillons ,tempslibre,3,4,5
pluie sans fin,les lumières de Noël,saignent dans une flaque ,tempslibre,3,6,7
lune gibbeuse,l'odeur de fumée de bois emplit,une attente de la pluie ,tempslibre,5,9,8
ferme à cidre,une douceur,dans la brise ,tempslibre,4,4,4
voile de neon,les lumières du voisin,éclipsent la lune ,tempslibre,4,7,5
récolte de baies d'if,les teintes profondes rassasient,la faim d'une grive mauvis ,tempslibre,5,9,8
bourrasque d'automne,les tournesols tournent,leurs joues miteuses ,tempslibre,6,6,5
elle quitte la maison,une paire de chaussures,qui ne lui va plus ,tempslibre,7,8,5
été indien,c'est ce que les tournesols,attendent ,tempslibre,2,7,3
brillante sur,une carte de retraite,la pluie d'automne ,tempslibre,4,8,5
brume d'automne,mon voisin me demande,ce que je fais ,tempslibre,5,7,4
livraison de paille,l'été de quelqu'un d'autre,jonche ma rue ,tempslibre,6,6,4
pluie d'automne,mes chaussettes sèchent sur,la tour du PC ,tempslibre,4,6,3
équinoxe d'automne,je laisse la dernière mouche,libre ,tempslibre,6,9,2
après la pluie,le chèvrefeuille,s'éveille à nouveau ,tempslibre,3,4,4
cairn de sommet,l'appel d'un corbeau,perdu dans le vent ,tempslibre,4,5,5
lande sans chemin,le caquet de la gélinotte,cachée dans la brume ,tempslibre,5,8,6
Jour du nouvel an,un cerf hésite,dans la lumière des phares ,tempslibre,5,4,8
chaise du dentiste,compter les mouches mortes,dans les neons ,tempslibre,6,7,3
le jour d'après,les feuilles de chêne bercent,la grêle de la nuit passée ,tempslibre,3,7,7
accrochée à une toile,entre les fleurs d'ajonc,la pluie de Noël ,tempslibre,7,6,4
observation des Perseides,seulement la pluie,dans la nuit du jardin ,tempslibre,8,5,6
nostalgie de l'été,une humidité dans le linge,laissé au fil la nuit ,tempslibre,4,9,5
nuit après nuit,le chien de la ferme oublie,qu'il me connait depuis longtemps ,tempslibre,3,8,9
dernier jour d'école,ma fille enfreint,le code vestimentaire ,tempslibre,5,5,8
ramollisant,ma nouvelle veste,pluie de printemps ,tempslibre,4,6,4
train à vapeur,la fleur d'épine noire,suit les rails ,tempslibre,3,6,3
premier avril,se comporter comme,un ado à nouveau ,tempslibre,4,6,5
jour après jour,sur la route du travail,une pie seule ,tempslibre,3,7,5
soleil de printemps,la foulée du joggeur,un peu plus longue ,tempslibre,5,6,5
ma fille dit,que je ressemble à un ivrogne,pluie d'hiver ,tempslibre,4,9,3
séminaire sur l'efficacité,un relent de graisse bon marché,traîne dans le hall ,tempslibre,8,8,5
jour de referendum,quelques pousses pâles,après le gel ,tempslibre,6,5,3
couronne de bord de route,les feuilles de l'année dernière,couvrent un renard ,tempslibre,8,9,5
piste noire,la cigarette d'un skieur,pointe vers la pente ,tempslibre,4,7,6
bourrasque de février,la mangeoire vide des oiseaux,tape contre ma fenêtre de cuisine ,tempslibre,5,9,11
j'arrange ma cravate,pour cacher une tache,creux brumeux ,tempslibre,7,7,3
publicité de supermarché,la mélancolie renforcée,par la bruine ,tempslibre,7,7,4
aube de février,la rhubarbe monte,d'un rouge profond ,tempslibre,4,6,5
brouillard d'après-midi,le point de rencontre,se perd ,tempslibre,5,6,2
un nuage rouge,sur l'horizon,chant du merle d'Amérique ,tempslibre,5,4,7
Saint-Valentin,une plaque de neige,que le soleil n'a pas trouvé ,tempslibre,4,7,7
lune d'été,le miel encore chaud,dans le pot ,tempslibre,2,6,3
cèdres calcinés,comme elle est blanche,la première neige ,tempslibre,3,7,6
ses catheters de plastique,dans la lumière dure de l'hôpital --,"même les fleurs fraîches, fanent",tempslibre,8,10,7
un chien me fixe,la cataracte de ses yeux,la couleur des lunes,tempslibre,5,8,6
hôtel 5 étoiles -,un cafard se précipite,vers la piscine,tempslibre,3,7,5
ses vieilles mains,travaillant le sol -,odeur du thé infusé,tempslibre,4,5,5
ruines d'église,la grâce,d'un papillon ,tempslibre,4,2,4
un verre dans le nez,dans le verger,une volée de jaseurs,tempslibre,6,4,7
Memorial Day,une couche de poussière,recouvre son urne,tempslibre,4,8,6
six ans,les cadeaux sous l'arbre,encore emballés,tempslibre,2,6,5
le vol du faucon --,la vue sur les mers calmes,par une meurtrière,tempslibre,5,7,6
au cimetière,le cri d'un faucon,disperse ses cendres,tempslibre,5,5,6
quarante-six ans,j'écris mon nom,en jaune dans la neige,tempslibre,5,3,7
au petit matin,regardant le brouillard,après le mariage ,tempslibre,5,6,5
plus que le soleil brillant,le matin,je la veux ,tempslibre,7,3,3
rien de plus fatigant,qu'être fatigué de dormir seul,café chaud,tempslibre,6,9,2
moustique écrasé,ligne rouge au sol,métro en mai ,tempslibre,4,6,3
vent de printemps,sur ma nuque,plus froid que ton haleine ,tempslibre,4,4,7
l'odeur,de bananes trop mûres. . . ,cafard de l'été ,tempslibre,2,6,3
neuf ans ont passé ...,un bulbe du jardin de Papa,qui fleurit dans le mien ,tempslibre,4,9,6
séparation . . . ,le claquement des rails,dans le noir,tempslibre,3,6,3
les bougainvillés fanent,   dans le ciel de la nuit . . .  ,      mars !,tempslibre,6,6,1
les gouttes s'écrasent . . ., le moment d'avant elles contenaient,   un arc-en-ciel,tempslibre,5,10,4
après une longue attente . . .,   deux oeufs de colombe inattendus,       dans la pluie d'été,tempslibre,8,10,3
"de l'armoire,",le parfum de la passion dans une bougie,qui n'a pas encore été brûlée,tempslibre,4,12,7
musique de la flûte de bois,à travers la fenêtre ouverte,le grincement d'une corneille,tempslibre,8,8,9
la fête des mères,je laisse le téléphone sonner plus longtemps,pour elle,tempslibre,4,11,3
je sens deux pages,du Webster's Unabridged . . .,lilas sauvage ,tempslibre,5,7,5
souper de Saint-Valentin --,rien au menu,ne lui plait,tempslibre,7,4,3
coups de minuit . . .,son ronflement ponctué,par le feu d'artifice,tempslibre,4,6,7
immobilité . . .,quelques pierres plates,sous le pin,tempslibre,4,6,3
déjeuner à la crique,le flux et reflux,de leur conversation,tempslibre,5,5,6
ronronnement de l'ordinateur,noyé par le son,de la pluie battante,tempslibre,9,4,6
orage de chaleur --,une brève respiration entre l'éclair,et le fracas du tonnerre,tempslibre,6,10,8
dans le miroir,une femme nettement plus âgée,me renvoie mon regard,tempslibre,4,9,6
averse d'avril -,dernière goutte,de thé vert,tempslibre,5,5,2
Brouillard du matin -,seulement le parfum,de l'eucalyptus,tempslibre,5,6,5
tchat de la pleine lune —,le cœur qu'elle donne ,à un mauvais haïku ,tempslibre,7,7,5
grand-père ,tout ce que je peux recueillir ,dans l'urne ,tempslibre,2,8,3
ne pas laisser s'échapper ,de la paume de maman ,les feuilles de coriandre ,tempslibre,6,7,7
rush du matin,une tasse de thé,abandonnée ,tempslibre,4,5,4
solstice d'été,j'ai vu une fleur rouge,grandir ,tempslibre,3,7,2
soft rain,a quiet ambulance,at rush hour,tempslibre,2,6,3
jardin communautaire,une clôture sépare,les carottes des carottes ,tempslibre,7,6,8
oolong,pekoe,goûter chaque son ,tempslibre,2,2,5
pluie soudaine,et alors je me rappelle,le Jour de la Terre ,tempslibre,4,8,6
il glisse une bille blanche,dans sa boite d'allumettes,lune du voodoo ,tempslibre,9,8,5
bientôt le printemps,la fleuriste arrose,son trottoir ,tempslibre,4,7,3
calme du soir,la fumée du shit monte,de dessous le pont ,tempslibre,4,7,5
Sœurs iraniennes...,mes cheveux flottent,dénoués dans le vent ,tempslibre,5,5,4
arbre dénudé,enveloppé dans la brume,le sans-abri ,tempslibre,3,7,4
lune de miel,ils coupent en deux,leur premier melon ,tempslibre,4,5,5
explications -,sur les vitres peu à peu,la buée,tempslibre,4,6,3
laveur de fenêtres,les masques que nous portons,au bureau ,tempslibre,5,7,3
au delà des champs sombres,g r an d i s s a n t avec le chant des oiseaux,- cette barre de marée de l'aube ,tempslibre,6,10,10
la pluie arrive,l'odeur de choucroute,traîne dans les escaliers ,tempslibre,5,6,7
un léger remous,comme le cormoran plonge,fin d'automne ,tempslibre,4,8,4
plus amis,l'arrière-goût,d'une ale importée ,tempslibre,3,4,7
froid du soir,une coquille au bout,d'une trainée d'escargot ,tempslibre,3,7,7
grues en migration,les personnes dont nous parlons,au passé ,tempslibre,5,8,2
été indien,deux lignes de maïs,restées debout,tempslibre,2,5,4
tonnerre hivernal,je laisse les feuilles de thé,libérer les tannins ,tempslibre,6,7,5
les chances qu'il,meure avant moi...,la neige se mêlée de pluie ,tempslibre,5,5,7
vivre seule,le rituel silencieux,du café ,tempslibre,4,6,2
éclair de chaleur,quelque chose de très vieux,dans l'oeil du lézard ,tempslibre,4,6,4
nuages qui grondent,les appels d'une pie traînent,dans mon mal de tête ,tempslibre,6,8,5
moineau mort,l'odeur de pluie,d'autre part ,tempslibre,3,4,3
nouvelles du soir,deux corneilles sur le bord,d'une parabole satellite ,tempslibre,5,7,10
l'hiver approche,du soleil sur le cuir,des ailes de chauve-souris ,tempslibre,5,6,8
été indien,deux rangs de maïs,restés debout ,tempslibre,2,4,3
une lettre d'amour,de la main de ma mère ...,les asters montés en graines ,tempslibre,6,6,7
premières notes,de la clarinette d'un musicien ambulant ...,rivière d'été ,tempslibre,5,13,3
coquillage poussièreux,les mots qu'il a murmuré,à mon oreille ,tempslibre,7,7,4
aucun son,du bec ouvert de la corneille...,après-midi torride ,tempslibre,3,9,6
après-midi torride,les pigeons couinent,à l'ombre ,tempslibre,6,5,2
trainée de brouillard,une connaissance,que j'aurais mieux fait de ne pas rencontrer ,tempslibre,5,6,11
forte chute de neige,un faucon sur un piquet de clôture,presque blanc ,tempslibre,7,10,3
plein soleil -,sa fille,sur ses épaules ,tempslibre,3,3,4
stade en ruine -,tout ce qui reste,sont des chants d'oiseaux ,tempslibre,5,5,5
longue journée -,une brise chaude apporte,l'odeur de la brasserie ,tempslibre,4,9,7
une baie ouverte,aussi loin que l'on peut voir,l'appel du goéland ,tempslibre,6,7,5
t'attendre ~,le rythme changeant ,de la pluie,tempslibre,3,5,3
porte d'aéroport ~,le poison non détecté,de tes mots,tempslibre,5,5,3
changements de printemps...,je nettoye la rouille du verrou,d'un ancien désir,tempslibre,6,9,4
printemps dans l'air --,le chemin de pierre à ma boite aux lettres,bien poli,tempslibre,4,12,3
lumière d'automne --,dans les clairières silencieuses,moi et le fusil ...,tempslibre,6,9,5
fin d'automne --,l'odeur de pluie,dans tes cheveux,tempslibre,4,4,4
en regardant,l'éclipse de lune,une rose morte,tempslibre,4,5,6
feuilles d'automne --,la lune des moissons,pâlit ,tempslibre,5,6,1
grêle soudaine --,la dispute prend fin,au milieu d'une phrase ,tempslibre,4,6,7
grêle soudaine --,elle me dit d'être prudente,avec ce que je désire ,tempslibre,4,8,7
tonnerre lointain --,je rêve que j'ai oublié,où vivent mes parents ,tempslibre,5,6,6
premier gel --,l'écureuil plante ses glands,où nous avons enterré le chat ,tempslibre,3,6,8
équinoxe d'automne --,un écureuil noir court,sur le fil électrique ,tempslibre,6,5,6
glissement de terrain,la dernière pluie de 2005,se prolonge en 2006,tempslibre,6,6,5
Jour d'Hiroshima,un coucher de soleil,de 13 kilotonnes,tempslibre,5,6,5
chambre d'enfant vide,la lueur,des étoiles autocollantes ,tempslibre,6,2,8
sur ses bottes,la boue d'un autre pays,offensive de printemps ,tempslibre,4,6,7
le tonnerre roulant,marques d'ongles cachées,dans sa paume ,tempslibre,6,6,4
fin de l'été,l'obscurité,du bocal à lucioles ,tempslibre,2,3,6
sourire fixe,sur le phoque gonflable,ma jeunesse sauvage ,tempslibre,5,7,7
après les vacances,l'amertume,du café du bureau ,tempslibre,5,4,5
brume et chaleur,perdu sur le chemin,le crescendo de la cigale ,tempslibre,5,6,9
lune de miel,toute lanuit le bruit,de la neige qui fond ,tempslibre,4,6,6
labyrinthe de miroirs.... ,Je suis seule ,dans la foule de moi ,tempslibre,7,4,6
démence,chaque rencontre est maintenant,notre première ,tempslibre,2,9,5
noms familiers --,la chaleur d'un poêle à bois,en janvier,tempslibre,4,7,3
juste éteintes --,les volutes de fumée doucement,par les yeux de la citrouille,tempslibre,4,10,8
longue soirée,un silence différent,dans chaque pièce ,tempslibre,4,6,5
été indien,mon signet,une feuille jaune ,tempslibre,2,3,6
un bambin timide,les vieux de la maison de retraite,reviennent à la vie ,tempslibre,6,10,5
mes prières pour la nuit,le long grondement,d'un train de marchandises ,tempslibre,6,5,7
tempête de neige—,la tasse de café encore chaude,dans ma main ,tempslibre,5,10,3
feuille d'hiver --,comme elle coupe les pillules,dans sa main ,tempslibre,4,10,3
grimpant les murs,du club des jeunes désaffecté,le houblon en fleurs ,tempslibre,4,7,5
