line_1,line_2,line_3,source
après la pluie chaude ...,près de la rivière un parfum,d'ail & de terre ,tempslibre
après la tempête...,collées à la fenêtre,deux feuilles côte à côte ,tempslibre
concert à flux continu...,mélangé à la musique,l'odeur de cuisine ,tempslibre
la vaisselle faite ---,à travers les moustiquaires,un coucher de soleil décoloré ,tempslibre
une échelle appuyée contre un arbre,dans le parfum des pommes ...,verger dans le brouillard ,tempslibre
cartographie de sa peau,les constellations familières,sur son dos ,tempslibre
seulement la lueur,d'une lanterne de papier,nouvelle lune ,tempslibre
un éclair,sur le bord de la nuit,le chat-huant ,tempslibre
choux de bruxelles,seule l'amertume reste,sur notre table ,tempslibre
brasser la tempête ...,comme les nuages tournent,dans mon café ,tempslibre
une touche,de bluegrass ...,printemps ,tempslibre
le noir,de la carapace d'un scarabé,pluie passagère ,tempslibre
je coupe des fleurs ...,une abeille traîne,dans le vide laissé ,tempslibre
le premier parfum,du jasmin rose,livre ouvert ,tempslibre
mitaines de laine mouillées,séchant sur le côté de l'âtre,l'odeur de mouton mouillé ,tempslibre
une autre manière de sortir  ...,une porte dérobée qui claque,dans le vent,tempslibre
Attention au Chien,seules les fleurs sauvages,entrent ici ,tempslibre
le régal visuel,de la première fleur de prunier,lune de la faim ,tempslibre
laissé derrière lui,son odeur d'après-rasage,sur ma joue,tempslibre
appel du loup,au lointain ...,lune de glace ,tempslibre
le son creux,de la terre sacrée atterrisant,six pieds plus bas ,tempslibre
vent d'hiver,une berceuse chantée,dans une langue ancienne ,tempslibre
le Sun Tea se fonce.,les abeilles dans les roses trémières,tout l'après-midi ,tempslibre
pickup couvert de boue -,quatre chiens observent,la porte de la taverne ,tempslibre
fièvre de printemps,mon coeur bat plus fort,dans la zone d'avalanche ,tempslibre
matin de printemps -,le désir de sautiller,et la sagesse de ne pas le faire ,tempslibre
panne de courant,les pins givrés,chatoyent au clair de lune ,tempslibre
ciel rouge -,le drapeau de notre bateau effiloché,par 20 étés ,tempslibre
roulement de tonnerre -,je découpe des pêches juste cueillies,pour une tarte ,tempslibre
fièvre de printemps,mes poches pleines,de listes d'épicerie ,tempslibre
pluie de printemps,je lis ses lettres,une dernière fois ,tempslibre
le cri familier,d'un huard commun -,ta chaise vide ,tempslibre
soir de Thanksgiving,les appels de canards sauvages,dehors sur la baie ,tempslibre
pluie battante,un patchwork de rêves,juste avant l'éveil ,tempslibre
le sentier se reserre-,dans chaque ombre,un ours possible ,tempslibre
chagrin persistant -,appels d'oies volant vers le sud,à travers la pluie brumeuse ,tempslibre
la lumière persiste,entre les saules,odeur de pluie ,tempslibre
nuit obsidienne,le son blanc,de la pluie ,tempslibre
une pluie continue-,tout le jour le poids,des choses non dites ,tempslibre
la neige fondante contre la fenêtre --,le goutte-à-goutte de chimio,dans sa dernière heure ,tempslibre
ombres du soir,sur les murs d'Alamo,des graffiti ,tempslibre
autumn chill,faint chimes,from our oldest clock,tempslibre
bibelots poussièreux,j'essaie de me rappeler,l'odeur des feuilles qui brûlent ,tempslibre
une vieille femme,avec un regard perdu dans les yeux --,vent glacé,tempslibre
fumée du feu de bois et brouillard,au long de la rivière,trois pistes se rencontrent,tempslibre
appel d'un qui cherche,le nom de l'enfant perdu --,les lampes de la rue voilées de pluie,tempslibre
avis d'avalanche -,:comme elle est très calme,cette nuit d'hiver,tempslibre
notre camion poussierreux,un Amish marche pieds nus,sur la pelouse du village,tempslibre
ce baiser d'il y a si longtemps --,et Orion arpente toujours,le ciel d'hiver,tempslibre
froid de canard --,nous ne chassons pas la corneille solitaire,de la nourriture des moineaux,tempslibre
la neige s'entasse --,elle laisse l'atlas ouvert,à la page de chez elle,tempslibre
café réchauffé --,"le son gris, gris",de la pluie d'hiver,tempslibre
3 h du matin --,dans les bruits de la pluie d'hiver,l'avion du courrier se pose,tempslibre
pas de vent ce soir,sur cette étendue de prairie,toutes ces étoiles,tempslibre
goûtant le cidre jeune --,les deux godets,dans les étoiles lointaines,tempslibre
matin froid --,au sommet de la côte,un daim passe dans le brouillard,tempslibre
chambre de méditation --,des livres de sagesse,inclinés à gauche . . . et à droite,tempslibre
de retour au nord --,du sable des deux oceans,dans de petites bouteilles,tempslibre
bientôt 60 ans --,tant de montagnes autour de moi,encore invaincues,tempslibre
un B-52,tonne sur la baie --,un héron bleu s'envole,tempslibre
Sentinelles du printemps...,les cerf-volants essayent de retenir l'attention,dans les vents impertinents de mars,tempslibre
la foule,tenant des fleurs . . . ,tonnerre! ,tempslibre
des ombres vannant,avec des relents,de pluie,tempslibre
étoiles tombant,du ciel . . . ,lune d'automne,tempslibre
je fais des crêpes,entre les chuchotements . . . ,brume du matin,tempslibre
matin humide . . .,les mots se balancent,à tes lèvres,tempslibre
nuit humide . . .,l'obscurité,entre tes collants,tempslibre
"en haut des escaliers, enveloppé","de neon, ",l'odeur du jasmin,tempslibre
nuit sans lanterne . . .,un chuchotement passe,à travers les feuilles,tempslibre
une plus lente,lune ce soir . . .,le froid !,tempslibre
profondeurs de l'automne . . .,une taupe rêve,de ténèbres,tempslibre
la vendeuse d'oeufs . . . ,ses mains craquelées,parlent d'hiver,tempslibre
midi . . .,des jeunes filles récoltent,le riz d'un miroir,tempslibre
"après la tempête,",une aigrette traverse le gué,de l'obscurité,tempslibre
début du printemps . . .,de jeunes femmes ramassent,des fleurs de pêcher,tempslibre
après minuit . . . ,une étoile filante sous,le quai,tempslibre
mi-été . . . ,elle partage avec moi,un melon mûr !,tempslibre
plus un,"miroir, ce lac chasse",les oies vers l'obscurité,tempslibre
coups de vent,danser ensemble sous,une lune des moissons,tempslibre
la pleinitude,des melons mûrs . . .,cette lune d'été,tempslibre
feuilles d'été . . .,je me souviens,de la peau sèche de maman,tempslibre
"une montagne,",le bouddha de pierre . . . ,et la nourriture froide,tempslibre
point du jour,ton baiser sur le bord,d'une tasse de café,tempslibre
la pleine lune,et une rizière,plantée d'étoiles,tempslibre
lune de jour . . .,une lanterne de papier s'en va,au fil de la rivière,tempslibre
t'embrassant,sous une lune de papier . . .,les étoiles !,tempslibre
matin froid . . .,ton sourire reste sur,une tasse de café,tempslibre
un singe écoute,sa propre respiration . . .,pluie d'automne,tempslibre
je regarde,les cendres de ma femme s'en aller au fil de l'eau. . .,lune de printemps,tempslibre
souvenirs de toi,dans les ombres du champ de riz . . .,lune de septembre,tempslibre
marée montante . . .,tes seins,montent et descendent,tempslibre
matin humide . . .,on plante du riz dans un,champ de miroirs,tempslibre
ton reflet,flotte dans la tasse de thé,trop chaud pour boire,tempslibre
lune des moissons . . .,un chant nouveau dans,la rizière,tempslibre
un laboureur,sème des rêves,dans un champ d'étoiles,tempslibre
matin ....,les écailles de poisson et la lettre,que tu n'as pas envoyée,tempslibre
les laboureurs s'enfoncent,dans la rizière,. . . crépuscule d'automne,tempslibre
nuit sans lanterne . . .,une femme trop vieille,pour rêver,tempslibre
bientôt l'aube,. . . une jeune gamine,rassemblant des oeufs,tempslibre
brume du matin . . .,un employé du bureau de poste,ouvrant les lettres,tempslibre
aube naissante,. . . le champ de riz,dans ses yeux,tempslibre
dimanche matin . . .,son ombre,sur le linge qui sèche,tempslibre
lune des moissons . . .,une ombre,triant la lessive,tempslibre
les rêves passent . . .,la nuit parfumée,du savon à lessive,tempslibre
un cafard,dans mon bol de riz . . .,inconscient de l'aube,tempslibre
automne froid . . .,je me demande ce qu'une fourmi pense,après le travail,tempslibre
"dans les nuages,",un poisson que je n'avais,pas vu avant,tempslibre
"ah, les grillons !",les voisins ont arrêté,de jouer au mahjong,tempslibre
pluie d'été . . .,les montagnes sombrent,dans un champ de riz,tempslibre
plein midi . . .,le poisson au marché,cherchant l'eau de sa bouche,tempslibre
l'immobilité,d'une phalène qui n'a pu,atteindre la lune,tempslibre
pétales pressés,entre les pages d'un livre,que je n'ai jamais lu,tempslibre
nuit courte . . .,pensées de toi et,une lune mince comme du papier,tempslibre
parler,à tes cendres,entre les lunes d'été,tempslibre
lune de jour --,sa peau une demie,teinte plus claire,tempslibre
souvenirs d'elle,flottant sur un reste,de tasse de thé,tempslibre
herbes d'été --,de ma mère,la peau papier de riz,tempslibre
nuit sans lune --,je me souviens,de ses petits seins,tempslibre
nuit courte --,une aigrette se tient,a mi-patte dans la boue,tempslibre
tombée du jour,je regarde mon ombre,descendre le courant,tempslibre
boire plus que,juste du thé ---,la lune passe,tempslibre
un oeil sur,la pomme,aux pieds du Bouddha,tempslibre
"le fermier,",plante le blé sous,la lune montante grosse,tempslibre
saoûl ce soir--,un elixir de fleurs de cerisier,et la lune,tempslibre
souvenirs,flottant dans une tasse de thé --,nuit d'automne,tempslibre
son ombre,passe près de moi --,le vendeur de charbon,tempslibre
les doigts du potier,humides d'argile --,première pluie,tempslibre
disant son chapelet,un laboureur,plante le riz,tempslibre
nuit pluvieuse --,son numéro de téléphone,dans mon porte-monnaie,tempslibre
nuit froide,le tintement des bouteilles,dans le caddie,tempslibre
contemplant,la tombée de la nuit --,le bouddha de pierre,tempslibre
l'offrande,devant le bouddha de pierre,mangée par les chats,tempslibre
"entre les deux rivières,",l'écho de,son maillet,tempslibre
dimanche après-midi --,un train à vapeur,repousse le brouillard,tempslibre
je mange du riz --,ô combien d'étoiles,dans le ciel ?,tempslibre
  chute des feuilles --,  un chemin d'habits,  mène au lit,tempslibre
"rongeant ses ongles,",un petit gosse regarde,la marée descendante,tempslibre
nuit froide --,mon reflet,buvant le café,tempslibre
observation de la lune --,juste moi et l'araignée,ce soir,tempslibre
observation de la lune --,réchauffer mes mains,à une tasse de café,tempslibre
veille de Toussaint --,des étoiles peignent,le sol du cimetière,tempslibre
jour de Toussaint --,les chandelles éteintes,dans le cimetière,tempslibre
nuages noirs --,un étudiant dessine,au fusain,tempslibre
aigrettes,cueillant des ombres,au crépuscule,tempslibre
s'estompant cette,nuit d'automne --,les pattes du héron,tempslibre
sculptant,"l'argile, le potier",à l'aube,tempslibre
maître vent,balaye le temple,avec zèle,tempslibre
nettoyage de la maison --,le feu de forêt,à l'aube,tempslibre
des oiseaux de métal,volent vers le sud vers les,feux de forêt,tempslibre
même ma pisse,reste dedans cette,froide nuit d'hiver,tempslibre
chute de neige --,une moustache de lait,sur le visage de ma fille,tempslibre
des oies crient --,des enfants jouent,dans une baignoire,tempslibre
"bord du lac,",sous l'aigrette --,une ville de lumières,tempslibre
des milliers de miles,"de distance, son premier anniversaire --",mangue fraîche,tempslibre
nageant au travers,du ciel de pleine lune,une carpe grise,tempslibre
demi-lune,boire l'obscurité d'une,tasse à thé d'albâtre,tempslibre
flottant,en descendant la rivière,l'ombre d'une egrette,tempslibre
chaumes déssechés --,une blonde décolorée,peignant ses cheveux,tempslibre
pas d'étoiles,dans le ciel cette nuit,carpe affamée,tempslibre
brûlant des feuilles,ce soir de brouillard --,deux sortes de fumée,tempslibre
attendre l'hiver --,manger des boules de riz,sous la pleine lune,tempslibre
se servant du riz étuvé,le laboureur,au couchant,tempslibre
après-midi venteux --,l'odeur du thé,sur ma langue,tempslibre
"merci, mangue --",pendant un instant j'étais,ailleurs,tempslibre
des autos qui passent,remplacent les moutons,cette nuit sans sommeil,tempslibre
réapparition,du cancer --,pas de printemps cette année,tempslibre
avez-vous entendu parler,de l'exécution,lune du matin ,tempslibre
une fleur de plus,sur le cactus de Noël,Thanksgiving Day ,tempslibre
retour de la lumière,un rossignol,chante et chante ,tempslibre
fenêtre d'hospice,le rugissement de la marée de printemps,refluant,tempslibre
comment d'autre connaître,la forme de la brise,fleurs dansantes ,tempslibre
comment d'autre pour connaître,la forme de la brise,fleurs dansantes ,tempslibre
solstice d'hiver,chaque jour le sourire du gamin,plus large,tempslibre
la nouvelle de sa mort,the jasmin d'hiver enveloppé,de brume,tempslibre
saison de brumes. . .,un appel d'oies sauvages,allant vers le sud,tempslibre
des feuilles ambre,prises entre 'à vendre',et 'vendu',tempslibre
vieux manoir,chaque pièce vide a,son écho propre,tempslibre
herbes élancées,et pluie chaude d'été,effleurant le bouddha,tempslibre
dans le crépuscule,la rose blanche,encore plus blanche,tempslibre
équinoxe —,la double grande roue,sur le lac ,tempslibre
silence d'avant l'aube,un Greyhound,change de vitesse ,tempslibre
gel à pierre fendre —,l'haleine persistante,du veau nouveau-né ,tempslibre
brume du matin,des pousses vertes d'oignons,crevassent le sol ,tempslibre
le jour tombe,"du haut du toit au haut de l'arbre,",l'écho des corbeaux ,tempslibre
les jours s'allongent,même la gloire du matin,d'une teinte plus bleue ,tempslibre
long après-midi,de temps à autre le battement,d'un moustiquaire ,tempslibre
éclair de chaleur —,la première goutte de sueur,sur son menton ,tempslibre
"nuit froide, brumeuse—",seulement l'écho,d'une cloche de bouée ,tempslibre
soleil flamboyant —,le flash chromé,devant le bar à bikers ,tempslibre
"après la dispute,",seulement le claquement,des perches à haricots ,tempslibre
mince volute de nuage,la lente spirale de creme,dans mon expresso,tempslibre
presque le crépuscule -,le vol en zigzag,des libellules attachées,tempslibre
crépuscule -,les lucioles montrent le chemin,vers la porte de l'auto ,tempslibre
longue route du retour à la maison,les herbes pointent à travers,la neige fraîche ,tempslibre
courant au travail,voir gelées les nouvelles feuilles,du rosier,tempslibre
